Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,% of FGA by Distance 2P,% of FGA by Distance 0-3,% of FGA by Distance 3-10,% of FGA by Distance 10-16,% of FGA by Distance 16-3P,% of FGA by Distance 3P,FG% by Distance 2P,FG% by Distance 0-3,FG% by Distance 3-10,FG% by Distance 10-16,FG% by Distance 16-3P,FG% by Distance 3P,% of FG Ast'd 2P,% of FG Ast'd 3P,Dunks %FGA,Dunks Num,Corner 3s %3PA,Corner 3s 3P%,Heaves Att.,Heaves Num
200,JaMychal Green\greenja01,PF,28,LAC,24,471,0.482,15.1,0.512,0.299,0.11,0.043,0.061,0.488,0.548,0.673,0.389,0.571,0.2,0.413,0.457,0.939,0.055,9,0.213,0.647,0,0
201,Jeff Green\greenje02,PF,32,WAS,77,2097,0.475,15.9,0.534,0.242,0.124,0.08,0.089,0.466,0.586,0.771,0.471,0.364,0.443,0.347,0.614,0.973,0.063,39,0.281,0.389,4,0
202,Blake Griffin\griffbl01,PF,29,DET,75,2622,0.462,13.1,0.611,0.283,0.241,0.054,0.034,0.389,0.525,0.686,0.433,0.208,0.333,0.362,0.34,0.561,0.031,37,0.178,0.398,3,0
203,Daniel Hamilton\hamilda02,SG,23,ATL,19,204,0.383,12.7,0.617,0.3,0.2,0.083,0.033,0.383,0.405,0.5,0.333,0.2,0.5,0.348,0.267,1,0,0,0.478,0.364,0,0
204,Dusty Hannahs\hannadu01,SG,25,MEM,2,26,0.25,13.1,0.583,0.417,0.083,0.083,0,0.417,0.429,0.6,0,0,,0,1,,0,0,0.2,0,0,0
205,Tim Hardaway Jr.\hardati02,SG,26,TOT,65,2057,0.393,17.4,0.52,0.162,0.11,0.113,0.135,0.48,0.442,0.584,0.321,0.42,0.388,0.34,0.425,0.728,0.016,14,0.115,0.345,2,0
205,Tim Hardaway Jr.\hardati02,SG,26,NYK,46,1499,0.388,17.4,0.536,0.168,0.106,0.107,0.154,0.464,0.424,0.557,0.299,0.41,0.375,0.347,0.352,0.675,0.012,8,0.077,0.269,1,0
205,Tim Hardaway Jr.\hardati02,SG,26,DAL,19,558,0.404,17.6,0.476,0.146,0.12,0.127,0.082,0.524,0.496,0.667,0.375,0.441,0.455,0.321,0.619,0.867,0.026,6,0.207,0.414,1,0
206,James Harden\hardeja01,PG,29,HOU,78,2867,0.442,16.4,0.461,0.235,0.166,0.042,0.018,0.539,0.528,0.6,0.467,0.444,0.343,0.368,0.105,0.161,0.012,20,0.079,0.358,1,0
207,Maurice Harkless\harklma01,SF,25,POR,60,1415,0.487,9.7,0.691,0.526,0.129,0.013,0.023,0.309,0.582,0.667,0.34,0.4,0.111,0.275,0.673,0.939,0.186,66,0.317,0.289,2,0
208,Montrezl Harrell\harremo01,C,25,LAC,82,2158,0.615,3.9,0.981,0.669,0.242,0.054,0.016,0.019,0.623,0.724,0.419,0.375,0.357,0.176,0.696,1,0.252,203,0.059,0,3,0
209,Devin Harris\harride01,PG,35,DAL,68,1071,0.38,17.6,0.424,0.21,0.13,0.023,0.061,0.576,0.476,0.589,0.4,0.25,0.333,0.31,0.571,0.871,0,0,0.19,0.316,3,0
210,Gary Harris\harriga01,SG,24,DEN,57,1639,0.424,13.6,0.62,0.295,0.155,0.088,0.082,0.38,0.476,0.617,0.323,0.446,0.288,0.339,0.606,0.89,0.052,27,0.256,0.371,1,0
211,Joe Harris\harrijo01,SG,27,BRK,76,2293,0.5,15.3,0.484,0.279,0.138,0.047,0.02,0.516,0.528,0.646,0.35,0.314,0.6,0.474,0.801,0.989,0.001,1,0.15,0.517,0,0
212,Tobias Harris\harrito02,PF,26,TOT,82,2847,0.487,13.4,0.687,0.242,0.192,0.158,0.095,0.313,0.528,0.66,0.461,0.434,0.487,0.397,0.393,0.808,0.047,55,0.17,0.448,3,0
212,Tobias Harris\harrito02,PF,26,LAC,55,1903,0.496,13.4,0.698,0.235,0.198,0.163,0.103,0.302,0.523,0.657,0.456,0.439,0.477,0.434,0.34,0.813,0.036,30,0.159,0.488,2,0
212,Tobias Harris\harrito02,PF,26,PHI,27,944,0.469,13.4,0.662,0.256,0.18,0.148,0.078,0.338,0.542,0.667,0.472,0.424,0.516,0.326,0.51,0.795,0.07,25,0.193,0.385,1,0
213,Andrew Harrison\harrian01,PG,24,TOT,17,187,0.302,16.9,0.528,0.245,0.094,0.094,0.094,0.472,0.393,0.615,0.2,0.4,0,0.2,0.182,0.6,0.019,0,0.16,0.25,1,0
213,Andrew Harrison\harrian01,PG,24,MEM,1,5,0.5,13.5,0.5,0.5,0,0,0,0.5,1,1,,,,0,0,,0,0,0,,0,0
213,Andrew Harrison\harrian01,PG,24,CLE,10,144,0.308,14.3,0.641,0.282,0.128,0.103,0.128,0.359,0.36,0.636,0.2,0.25,0,0.214,0.222,0.333,0.026,0,0.214,0.333,0,0
213,Andrew Harrison\harrian01,PG,24,NOP,6,38,0.25,26,0.167,0.083,0,0.083,0,0.833,0.5,0,,1,,0.2,0,1,0,0,0.1,0,1,0
214,Shaquille Harrison\harrish01,SG,25,CHI,73,1430,0.432,8.4,0.791,0.528,0.185,0.052,0.026,0.209,0.475,0.578,0.291,0.227,0.182,0.27,0.388,0.875,0.038,14,0.337,0.267,3,0
215,Josh Hart\hartjo01,SG,23,LAL,67,1715,0.407,17,0.409,0.261,0.063,0.058,0.028,0.591,0.511,0.661,0.241,0.222,0.308,0.336,0.722,0.924,0.034,16,0.234,0.375,0,0
216,Isaiah Hartenstein\harteis01,PF,20,HOU,28,221,0.488,5.4,0.854,0.683,0.171,0,0,0.146,0.514,0.571,0.286,,,0.333,0.833,1,0.268,8,0.333,0.5,0,0
217,Udonis Haslem\hasleud01,C,38,MIA,10,74,0.333,15,0.636,0.212,0.091,0.182,0.152,0.364,0.524,0.714,0,0.667,0.4,0,0.545,,0.03,1,0.167,0,0,0
218,Gordon Hayward\haywago01,PF,28,BOS,72,1863,0.466,14.6,0.636,0.231,0.132,0.135,0.137,0.364,0.542,0.653,0.536,0.488,0.414,0.333,0.607,0.87,0.041,24,0.294,0.412,0,0
219,John Henson\hensojo01,C,28,MIL,14,188,0.463,13.5,0.537,0.358,0.149,0.03,0,0.463,0.556,0.708,0.3,0,,0.355,0.7,0.909,0.179,11,0.323,0.4,0,0
220,Juan Hernangómez\hernaju01,PF,23,DEN,70,1358,0.439,15.8,0.424,0.296,0.092,0.013,0.022,0.576,0.541,0.667,0.138,0.5,0.571,0.365,0.722,0.985,0.051,13,0.293,0.321,0,0
221,Willy Hernangómez\hernawi01,C,24,CHO,58,812,0.519,6.3,0.868,0.553,0.268,0.031,0.017,0.132,0.539,0.607,0.418,0.667,0,0.385,0.659,1,0.095,25,0.128,0.4,0,0
222,Mario Hezonja\hezonma01,SF,23,NYK,58,1206,0.412,12.8,0.672,0.341,0.151,0.086,0.095,0.328,0.478,0.563,0.329,0.525,0.364,0.276,0.47,0.857,0.045,19,0.158,0.125,0,0
223,Isaiah Hicks\hicksis01,PF,24,NYK,3,32,0.5,7.6,1,0.5,0.125,0.25,0.125,0,0.5,0.5,0,0.5,1,,0.5,,0.125,0,,,0,0
224,Buddy Hield\hieldbu01,SG,26,SAC,82,2615,0.458,17,0.521,0.19,0.089,0.094,0.149,0.479,0.487,0.671,0.24,0.414,0.446,0.427,0.504,0.842,0.026,34,0.194,0.516,2,0
225,Haywood Highsmith\highsha01,SF,22,PHI,5,40,0.4,15.2,0.5,0.3,0.1,0.1,0,0.5,0.6,0.333,1,1,,0.2,1,1,0,0,0.4,0,0,0
226,Nenê\hilarne01,C,36,HOU,42,546,0.517,7.8,0.974,0.388,0.293,0.103,0.19,0.026,0.531,0.8,0.294,0.333,0.455,0,0.783,,0.112,12,0,,0,0
227,George Hill\hillge01,PG,32,TOT,60,1302,0.452,14.7,0.593,0.306,0.08,0.106,0.101,0.407,0.547,0.661,0.3,0.525,0.421,0.314,0.418,0.792,0.011,4,0.242,0.351,1,0
227,George Hill\hillge01,PG,32,CLE,13,344,0.514,13.1,0.738,0.308,0.084,0.14,0.206,0.262,0.532,0.636,0.222,0.533,0.5,0.464,0.357,0.692,0.019,2,0.214,0.5,0,0
227,George Hill\hillge01,PG,32,MIL,47,958,0.428,15.3,0.535,0.305,0.078,0.093,0.059,0.465,0.556,0.671,0.333,0.52,0.313,0.28,0.45,0.829,0.007,2,0.248,0.323,1,0
228,Solomon Hill\hillso01,SF,27,NOP,44,878,0.382,16.7,0.433,0.23,0.112,0.056,0.034,0.567,0.468,0.61,0.3,0.4,0.167,0.317,0.694,1,0.045,7,0.366,0.378,1,0
229,Aaron Holiday\holidaa01,PG,22,IND,50,646,0.401,17.7,0.515,0.183,0.111,0.076,0.145,0.485,0.459,0.604,0.345,0.4,0.395,0.339,0.387,0.791,0.011,2,0.102,0.385,1,0
230,Jrue Holiday\holidjr01,SG,28,NOP,67,2402,0.472,12.3,0.687,0.318,0.192,0.122,0.056,0.313,0.539,0.655,0.446,0.475,0.338,0.325,0.305,0.593,0.024,25,0.107,0.41,1,0
231,Justin Holiday\holidju01,SG,29,TOT,82,2607,0.386,18.6,0.402,0.152,0.068,0.075,0.107,0.598,0.442,0.669,0.132,0.379,0.361,0.348,0.761,0.932,0.041,30,0.335,0.41,2,0
231,Justin Holiday\holidju01,SG,29,CHI,38,1325,0.383,20.3,0.315,0.094,0.061,0.069,0.091,0.685,0.435,0.649,0.167,0.444,0.389,0.359,0.648,0.938,0.025,9,0.293,0.43,1,0
231,Justin Holiday\holidju01,SG,29,MEM,44,1282,0.389,16.8,0.491,0.211,0.076,0.081,0.123,0.509,0.447,0.679,0.103,0.323,0.34,0.333,0.833,0.923,0.057,21,0.395,0.39,1,0
232,John Holland\hollajo02,SF,30,CLE,1,1,,,,,,,,,,,,,,,,,,0,,,0,0
233,Rondae Hollis-Jefferson\holliro01,SF,24,BRK,59,1234,0.411,6.6,0.899,0.47,0.292,0.129,0.008,0.101,0.436,0.559,0.324,0.254,0.25,0.184,0.712,1,0.045,19,0.714,0.229,0,0
234,Richaun Holmes\holmeri01,C,25,PHO,70,1184,0.608,3.5,1,0.633,0.279,0.082,0.005,0,0.608,0.749,0.373,0.367,0,,0.77,,0.277,95,,,0,0
235,Rodney Hood\hoodro01,SG,26,TOT,72,1893,0.435,16,0.648,0.116,0.182,0.164,0.186,0.352,0.478,0.718,0.385,0.464,0.432,0.356,0.404,0.714,0.021,10,0.267,0.429,1,0
235,Rodney Hood\hoodro01,SG,26,CLE,45,1234,0.427,15.8,0.665,0.115,0.189,0.165,0.196,0.335,0.46,0.712,0.36,0.427,0.438,0.362,0.403,0.691,0.018,7,0.283,0.419,1,0
235,Rodney Hood\hoodro01,SG,26,POR,27,659,0.452,16.4,0.613,0.12,0.166,0.161,0.166,0.387,0.519,0.731,0.444,0.543,0.417,0.345,0.406,0.759,0.028,3,0.238,0.45,0,0
236,Al Horford\horfoal01,C,32,BOS,68,1973,0.535,13.3,0.719,0.242,0.207,0.119,0.151,0.281,0.604,0.743,0.54,0.535,0.523,0.36,0.752,1,0.072,47,0.094,0.263,1,0
237,Danuel House\houseda01,SF,25,HOU,39,979,0.468,18.3,0.294,0.218,0.06,0.012,0.004,0.706,0.595,0.673,0.4,0,1,0.416,0.773,0.919,0.063,14,0.427,0.395,0,0
238,Dwight Howard\howardw01,C,33,WAS,9,230,0.623,4.6,1,0.623,0.217,0.058,0.101,0,0.623,0.767,0.4,0.25,0.429,,0.744,,0.188,12,,,0,0
239,Kevin Huerter\huertke01,SG,20,ATL,75,2048,0.419,16.8,0.463,0.193,0.142,0.096,0.032,0.537,0.457,0.598,0.355,0.333,0.429,0.385,0.504,0.772,0.037,24,0.19,0.418,2,0
240,Isaac Humphries\humphis01,C,21,ATL,5,56,0.286,15,0.476,0.333,0.048,0.095,0,0.524,0.3,0.429,0,0,,0.273,0.333,1,0.095,0,0.455,0.4,0,0
241,R.J. Hunter\hunterj01,SG,25,BOS,1,26,0.462,23.2,0.231,0.077,0.077,0.077,0,0.769,0.667,1,0,1,,0.4,0.5,0.75,0.077,1,0,,0,0
242,Chandler Hutchison\hutchch01,SF,22,CHI,44,895,0.459,9.6,0.761,0.435,0.258,0.048,0.019,0.239,0.516,0.593,0.444,0.1,0.75,0.28,0.622,1,0.091,16,0.44,0.273,3,0
243,Serge Ibaka\ibakase01,C,29,TOR,74,2010,0.529,11.8,0.807,0.259,0.229,0.152,0.168,0.193,0.586,0.758,0.517,0.474,0.517,0.29,0.788,0.98,0.09,71,0.107,0.333,0,0
244,Andre Iguodala\iguodan01,SF,35,GSW,68,1578,0.5,14.9,0.523,0.344,0.05,0.056,0.073,0.477,0.652,0.856,0.2,0.294,0.273,0.333,0.757,0.958,0.228,69,0.41,0.407,1,0
245,Ersan İlyasova\ilyaser01,PF,31,MIL,67,1231,0.438,13.8,0.58,0.354,0.115,0.058,0.052,0.42,0.493,0.615,0.25,0.364,0.35,0.363,0.697,1,0.013,4,0.244,0.333,1,0
246,Joe Ingles\inglejo01,PF,31,UTA,82,2568,0.448,17.3,0.398,0.191,0.133,0.042,0.031,0.602,0.533,0.667,0.439,0.382,0.32,0.391,0.388,0.825,0.004,3,0.261,0.444,2,0
247,Andre Ingram\ingraan01,SG,33,LAL,4,15,0,17.8,0.5,0,0.167,0.167,0.167,0.5,0,,0,0,0,0,,,0,0,0.333,0,0,0
248,Brandon Ingram\ingrabr01,SF,21,LAL,52,1760,0.497,10.1,0.871,0.34,0.185,0.204,0.141,0.129,0.521,0.681,0.437,0.389,0.437,0.33,0.363,0.903,0.063,43,0.415,0.359,0,0
249,Kyrie Irving\irvinky01,PG,26,BOS,67,2214,0.487,14.6,0.65,0.226,0.16,0.132,0.132,0.35,0.533,0.633,0.444,0.524,0.476,0.401,0.265,0.638,0.002,1,0.124,0.407,1,0
250,Jonathan Isaac\isaacjo01,PF,21,ORL,75,1996,0.429,14.7,0.565,0.296,0.088,0.082,0.098,0.435,0.51,0.641,0.407,0.32,0.367,0.323,0.653,0.988,0.09,48,0.376,0.33,1,0
251,Wesley Iwundu\iwundwe01,SF,24,ORL,68,1233,0.412,12.6,0.712,0.325,0.146,0.095,0.146,0.288,0.431,0.573,0.275,0.346,0.325,0.367,0.512,1,0.069,17,0.367,0.241,1,0
252,Demetrius Jackson\jacksde01,PG,24,PHI,6,39,0.533,14.1,0.6,0.333,0.067,0.2,0,0.4,0.667,0.6,1,0.667,,0.333,0.5,1,0.067,1,0.167,1,0,0
253,Frank Jackson\jacksfr01,PG,20,NOP,61,1169,0.434,12.8,0.622,0.333,0.154,0.089,0.045,0.378,0.507,0.658,0.333,0.425,0.15,0.314,0.638,0.887,0.02,9,0.42,0.296,0,0
254,Jaren Jackson Jr.\jacksja02,PF,19,MEM,58,1515,0.506,9.9,0.759,0.326,0.334,0.08,0.019,0.241,0.553,0.729,0.426,0.426,0.273,0.359,0.636,0.941,0.102,57,0.246,0.2,0,0
255,Josh Jackson\jacksjo02,SG,21,PHO,79,1988,0.413,11.7,0.732,0.319,0.208,0.096,0.109,0.268,0.445,0.534,0.337,0.42,0.413,0.324,0.478,0.89,0.077,50,0.289,0.277,2,0
256,Justin Jackson\jacksju01,SF,23,TOT,81,1614,0.447,16.4,0.495,0.155,0.179,0.115,0.045,0.505,0.542,0.8,0.46,0.393,0.364,0.355,0.777,0.966,0.01,5,0.355,0.391,2,0
256,Justin Jackson\jacksju01,SF,23,SAC,52,1083,0.424,17.4,0.461,0.115,0.163,0.119,0.064,0.539,0.515,0.824,0.396,0.457,0.368,0.346,0.743,0.964,0.01,3,0.358,0.404,1,0
256,Justin Jackson\jacksju01,SF,23,DAL,29,531,0.484,14.8,0.547,0.216,0.205,0.111,0.016,0.453,0.577,0.78,0.538,0.286,0.333,0.372,0.817,0.969,0.011,2,0.349,0.367,1,0
257,Reggie Jackson\jacksre01,PG,28,DET,82,2289,0.421,16.5,0.55,0.138,0.206,0.113,0.094,0.45,0.464,0.583,0.394,0.432,0.48,0.369,0.187,0.793,0.016,14,0.172,0.407,4,0
258,LeBron James\jamesle01,SF,34,LAL,55,1937,0.51,12.3,0.701,0.38,0.132,0.077,0.112,0.299,0.582,0.755,0.297,0.417,0.447,0.339,0.34,0.342,0.081,85,0.073,0.292,0,0
259,Amile Jefferson\jeffeam01,PF,25,ORL,12,68,0.625,2.8,1,0.75,0.25,0,0,0,0.625,0.75,0.25,,,,0.7,,0,0,,,0,0
260,John Jenkins\jenkijo01,SG,27,TOT,26,333,0.4,20.7,0.448,0.048,0.038,0.095,0.267,0.552,0.426,0.6,0.5,0.3,0.429,0.379,0.85,0.909,0,0,0.276,0.313,0,0
260,John Jenkins\jenkijo01,SG,27,WAS,4,14,1,25.5,0,0,0,0,0,1,,,,,,1,,1,0,0,0,,0,0
260,John Jenkins\jenkijo01,SG,27,NYK,22,319,0.388,20.6,0.456,0.049,0.039,0.097,0.272,0.544,0.426,0.6,0.5,0.3,0.429,0.357,0.85,0.9,0,0,0.286,0.313,0,0
261,Jonas Jerebko\jerebjo01,PF,31,GSW,73,1218,0.459,16.7,0.47,0.262,0.079,0.042,0.087,0.53,0.563,0.667,0.286,0.6,0.484,0.367,0.766,1,0.042,14,0.271,0.392,1,1
262,Alize Johnson\johnsal02,PF,22,IND,14,64,0.25,9.7,0.875,0.25,0.438,0.063,0.125,0.125,0.214,0.5,0.143,0,0,0.5,0,1,0,0,0.5,1,0,0
263,Amir Johnson\johnsam01,C,31,PHI,51,529,0.503,9.6,0.745,0.427,0.28,0.019,0.019,0.255,0.573,0.687,0.409,0.667,0.333,0.3,0.687,1,0.089,12,0.175,0.143,1,0
264,B.J. Johnson\johnsbj01,SF,23,TOT,7,49,0.5,16.6,0.611,0.222,0.111,0.167,0.111,0.389,0.545,0.25,1,0.667,0.5,0.429,0.5,1,0.056,1,0.429,0.667,1,0
264,B.J. Johnson\johnsbj01,SF,23,ATL,6,43,0.5,16.2,0.625,0.25,0.125,0.125,0.125,0.375,0.5,0.25,1,0.5,0.5,0.5,0.6,1,0.063,1,0.5,0.667,1,0
264,B.J. Johnson\johnsbj01,SF,23,SAC,1,6,0.5,20,0.5,0,0,0.5,0,0.5,1,,,1,,0,0,,0,0,0,,0,0
265,James Johnson\johnsja01,PF,31,MIA,55,1164,0.433,13.2,0.607,0.314,0.187,0.069,0.037,0.393,0.496,0.622,0.408,0.269,0.286,0.336,0.518,0.86,0.069,23,0.282,0.381,3,0
266,Stanley Johnson\johnsst04,SF,22,TOT,66,1208,0.389,15.4,0.511,0.239,0.166,0.075,0.032,0.489,0.484,0.543,0.452,0.455,0.286,0.288,0.321,0.935,0.011,5,0.321,0.304,3,0
266,Stanley Johnson\johnsst04,SF,22,DET,48,961,0.381,15.8,0.481,0.226,0.16,0.074,0.02,0.519,0.488,0.544,0.482,0.385,0.286,0.282,0.317,0.961,0.011,4,0.32,0.293,1,0
266,Stanley Johnson\johnsst04,SF,22,NOP,18,247,0.418,13.8,0.626,0.286,0.187,0.077,0.077,0.374,0.474,0.538,0.353,0.714,0.286,0.324,0.333,0.818,0.011,1,0.324,0.364,2,0
267,Tyler Johnson\johnsty01,PG,26,TOT,57,1529,0.413,16.2,0.506,0.181,0.175,0.093,0.057,0.494,0.477,0.642,0.446,0.367,0.233,0.346,0.567,0.956,0.011,5,0.185,0.271,0,0
267,Tyler Johnson\johnsty01,PG,26,MIA,44,1123,0.426,16.5,0.491,0.182,0.172,0.082,0.055,0.509,0.503,0.644,0.493,0.394,0.227,0.353,0.606,0.986,0.01,3,0.147,0.3,0,0
267,Tyler Johnson\johnsty01,PG,26,PHO,13,406,0.368,15.2,0.552,0.176,0.184,0.128,0.064,0.448,0.406,0.636,0.304,0.313,0.25,0.321,0.429,0.833,0.016,2,0.321,0.222,0,0
268,Wesley Johnson\johnswe01,SF,31,TOT,38,534,0.352,19.5,0.406,0.102,0.031,0.086,0.188,0.594,0.385,0.769,0.25,0.091,0.333,0.329,0.65,0.92,0.023,3,0.526,0.225,0,0
268,Wesley Johnson\johnswe01,SF,31,NOP,26,377,0.398,19,0.432,0.125,0.034,0.068,0.205,0.568,0.421,0.818,0,0.167,0.333,0.38,0.625,0.895,0.034,3,0.5,0.32,0,0
268,Wesley Johnson\johnswe01,SF,31,WAS,12,157,0.25,20.8,0.35,0.05,0.025,0.125,0.15,0.65,0.286,0.5,1,0,0.333,0.231,0.75,1,0,0,0.577,0.067,0,0
269,Nikola Jokić\jokicni01,C,23,DEN,80,2504,0.511,10.4,0.776,0.323,0.299,0.086,0.067,0.224,0.569,0.695,0.499,0.519,0.346,0.307,0.48,0.916,0.009,11,0.022,0.333,4,0
270,Damian Jones\jonesda03,C,23,GSW,24,410,0.716,3,1,0.784,0.149,0.014,0.054,0,0.716,0.793,0.455,0,0.5,,0.887,,0.5,35,,,0,0
271,Derrick Jones Jr.\jonesde02,SF,21,MIA,60,1153,0.494,9,0.719,0.549,0.139,0.025,0.006,0.281,0.567,0.646,0.289,0.5,0,0.308,0.652,1,0.231,62,0.626,0.368,3,0
272,Jalen Jones\jonesja04,SF,25,CLE,16,214,0.419,14.8,0.548,0.226,0.226,0.048,0.048,0.452,0.471,0.714,0.357,0.333,0,0.357,0.25,1,0.048,3,0.286,0.375,0,0
273,Jemerrio Jones\jonesje01,SF,23,LAL,6,143,0.364,10.5,0.697,0.455,0.152,0.061,0.03,0.303,0.435,0.6,0.2,0,0,0.2,0.6,1,0.03,1,0,,0,0
274,Terrence Jones\joneste01,PF,27,HOU,2,5,0.25,13.8,0.5,0.25,0.25,0,0,0.5,0.5,1,0,,,0,1,,0,0,0,,0,0
275,Tyus Jones\jonesty01,PG,22,MIN,68,1560,0.415,13.2,0.717,0.213,0.222,0.173,0.11,0.283,0.453,0.558,0.455,0.364,0.388,0.317,0.228,0.65,0,0,0.214,0.407,1,0
276,DeAndre Jordan\jordade01,C,30,TOT,69,2047,0.641,2.1,1,0.814,0.161,0.016,0.009,0,0.641,0.705,0.403,0.143,0,,0.713,,0.437,167,,,0,0
276,DeAndre Jordan\jordade01,C,30,DAL,50,1554,0.644,2,1,0.836,0.142,0.012,0.009,0,0.644,0.707,0.37,0,0,,0.74,,0.467,128,,,0,0
276,DeAndre Jordan\jordade01,C,30,NYK,19,493,0.634,2.3,1,0.756,0.211,0.024,0.008,0,0.634,0.699,0.462,0.333,0,,0.641,,0.358,39,,,0,0
277,Cory Joseph\josepco01,PG,27,IND,82,2063,0.412,15.7,0.688,0.146,0.162,0.17,0.21,0.312,0.454,0.675,0.36,0.452,0.374,0.322,0.269,0.927,0,0,0.216,0.351,4,1
278,Frank Kaminsky\kaminfr01,C,25,CHO,47,755,0.463,14.7,0.534,0.258,0.208,0.044,0.023,0.466,0.553,0.649,0.565,0.231,0,0.36,0.716,1,0.013,4,0.079,0.091,0,0
279,Enes Kanter\kanteen01,C,26,TOT,67,1640,0.549,4.7,0.95,0.66,0.202,0.059,0.029,0.05,0.562,0.661,0.348,0.3,0.35,0.294,0.499,0.9,0.038,22,0.029,1,0,0
279,Enes Kanter\kanteen01,C,26,NYK,44,1128,0.536,4.9,0.953,0.615,0.241,0.06,0.036,0.047,0.547,0.677,0.31,0.25,0.412,0.318,0.492,0.857,0.028,12,0.045,1,0,0
279,Enes Kanter\kanteen01,C,26,POR,23,512,0.577,4.1,0.944,0.758,0.116,0.056,0.014,0.056,0.596,0.632,0.52,0.417,0,0.25,0.512,1,0.06,10,0,,0,0
280,Luke Kennard\kennalu01,SG,22,DET,63,1437,0.438,18.9,0.483,0.1,0.106,0.108,0.169,0.517,0.486,0.673,0.455,0.464,0.409,0.394,0.475,0.887,0.002,1,0.178,0.438,2,0
281,Michael Kidd-Gilchrist\kiddgmi01,PF,25,CHO,64,1179,0.476,9,0.858,0.431,0.238,0.087,0.102,0.142,0.498,0.601,0.405,0.345,0.412,0.34,0.669,1,0.039,12,0.596,0.429,3,0
282,George King\kingge03,SF,25,PHO,1,6,,,,,,,,,,,,,,,,,,0,,,0,0
283,Maxi Kleber\klebima01,PF,27,DAL,71,1502,0.453,16.3,0.435,0.241,0.104,0.06,0.031,0.565,0.583,0.699,0.475,0.391,0.417,0.353,0.724,1,0.114,42,0.317,0.304,0,0
284,Brandon Knight\knighbr03,PG,27,TOT,39,736,0.381,17.6,0.504,0.119,0.138,0.142,0.104,0.496,0.443,0.548,0.306,0.324,0.667,0.318,0.207,0.585,0,0,0.147,0.211,0,0
284,Brandon Knight\knighbr03,PG,27,HOU,12,118,0.234,20.8,0.319,0.043,0.106,0.106,0.064,0.681,0.4,1,0.4,0.2,0.333,0.156,0.5,0.6,0,0,0.125,0,0,0
284,Brandon Knight\knighbr03,PG,27,CLE,27,618,0.413,16.9,0.545,0.136,0.146,0.15,0.113,0.455,0.448,0.517,0.29,0.344,0.708,0.371,0.173,0.583,0,0,0.155,0.267,0,0
285,Kevin Knox\knoxke01,PF,19,NYK,75,2158,0.37,15.2,0.602,0.221,0.149,0.102,0.13,0.398,0.387,0.5,0.353,0.344,0.269,0.343,0.479,0.896,0.028,18,0.203,0.365,0,0
286,Furkan Korkmaz\korkmfu01,SG,21,PHI,48,679,0.4,18.5,0.412,0.167,0.102,0.09,0.053,0.588,0.505,0.732,0.4,0.318,0.308,0.326,0.647,0.979,0.041,8,0.181,0.385,3,0
287,Luke Kornet\kornelu01,PF,23,NYK,46,784,0.378,20,0.318,0.138,0.053,0.102,0.025,0.682,0.411,0.564,0.333,0.276,0.286,0.363,0.595,0.986,0.039,9,0.13,0.44,0,0
288,Kyle Korver\korveky01,SG-PF,37,TOT,70,1334,0.416,22.5,0.28,0.033,0.029,0.052,0.166,0.72,0.467,0.813,0.429,0.4,0.425,0.397,0.921,0.993,0,0,0.256,0.483,0,0
288,Kyle Korver\korveky01,PF,37,CLE,16,251,0.461,22.3,0.289,0.026,0.066,0.053,0.145,0.711,0.455,0.5,0.8,0.75,0.182,0.463,0.8,1,0,0,0.241,0.615,0,0
288,Kyle Korver\korveky01,SG,37,UTA,54,1083,0.408,22.5,0.278,0.034,0.022,0.052,0.17,0.722,0.469,0.857,0.222,0.333,0.464,0.384,0.943,0.991,0,0,0.259,0.461,0,0
289,Kosta Koufos\koufoko01,C,29,SAC,42,502,0.477,5.9,1,0.307,0.503,0.176,0.013,0,0.477,0.617,0.364,0.519,1,,0.74,,0.046,5,,,0,0
290,Rodions Kurucs\kurucro01,SF,20,BRK,63,1294,0.45,12.5,0.59,0.419,0.136,0.016,0.02,0.41,0.543,0.644,0.295,0.286,0.333,0.315,0.59,0.914,0.122,47,0.228,0.381,4,0
291,Kyle Kuzma\kuzmaky01,PF,23,LAL,70,2314,0.456,13.3,0.612,0.288,0.203,0.072,0.049,0.388,0.553,0.661,0.471,0.487,0.358,0.303,0.614,0.922,0.055,58,0.201,0.353,1,0
292,Skal Labissière\labissk01,PF,22,TOT,22,176,0.531,10.9,0.735,0.347,0.224,0.082,0.082,0.265,0.556,0.706,0.364,0.5,0.5,0.462,0.4,0.667,0.224,10,0.077,0,0,0
292,Skal Labissière\labissk01,PF,22,SAC,13,113,0.433,12.8,0.633,0.3,0.233,0.033,0.067,0.367,0.474,0.667,0.143,1,0.5,0.364,0.667,1,0.2,5,0.091,0,0,0
292,Skal Labissière\labissk01,PF,22,POR,9,63,0.684,8.1,0.895,0.421,0.211,0.158,0.105,0.105,0.647,0.75,0.75,0.333,0.5,1,0.182,0,0.263,5,0,,0,0
293,Jeremy Lamb\lambje01,SG,26,CHO,79,2250,0.44,13.5,0.663,0.232,0.229,0.122,0.081,0.337,0.487,0.59,0.379,0.521,0.443,0.348,0.44,0.835,0.023,19,0.152,0.54,1,1
